RANK,NAME,EVENT,SG:T,SG:T2G,SG:P,SG:OTT,SG:APP,SG:ARG
26,Stuart Appleby,amexpress,7.367,5.998,1.368,1.499,3.525,0.972
27,Martin Laird,amexpress,3.694,3.442,0.252,1.482,3.02,-1.06
28,James Driscoll,amexpress,-1.633,-2.899,1.265,-1.85,-1.838,0.789
29,Keegan Bradley,amexpress,3.29,0.772,2.518,0.909,0.125,-0.263
30,Andrew Svoboda,amexpress,-0.306,-0.343,0.037,0.727,0.402,-1.472
31,Webb Simpson,amexpress,5.367,2.31,3.056,1.514,0.58,0.214
32,Matt Every,amexpress,3.694,5.144,-1.449,0.248,3.931,0.964
33,Rory Sabbatini,amexpress,-0.633,0.609,-1.242,-0.017,-1.035,1.661
34,Charles Howell III,amexpress,0.694,1.375,-0.68,0.486,1.099,-0.21
35,Brad Fritsch,amexpress,1.367,1.761,-0.394,1.571,-0.653,0.842
36,Roberto Castro,amexpress,6.367,4.515,1.851,0.491,3.552,0.47
37,Jason Bohn,amexpress,0.29,-0.959,1.249,-0.945,-0.025,0.011
38,Josh Teater,amexpress,3.694,4.155,-0.46,-0.409,5.439,-0.874
39,Brian Davis,amexpress,2.367,0.697,1.669,0.478,1.261,-1.043
39,Luke Guthrie,amexpress,3.367,-0.309,3.675,-1.418,-0.527,1.636
41,Tyrone Van Aswegen,amexpress,2.694,-1.8,4.494,-1.306,0.159,-0.652
41,Erik Compton,amexpress,-2.71,-1.85,-0.859,-1.439,-1.581,1.17
43,Brendon de Jonge,amexpress,5.29,5.229,0.061,0.798,3.284,1.145
44,Steven Bowditch,amexpress,2.694,1.68,1.014,-1.129,3.268,-0.458
45,Jerry Kelly,amexpress,3.29,2.155,1.135,-1.775,0.669,3.26
46,John Senden,amexpress,-1.306,-4.621,3.315,-2.392,-1.696,-0.531
46,J.J. Henry,amexpress,-7.306,-5.965,-1.34,-0.818,-3.094,-2.051
48,Justin Hicks,amexpress,-2.306,-1.893,-0.412,0.231,-0.544,-1.579
49,Jeff Overton,amexpress,1.29,1.918,-0.627,0.891,0.148,0.877
50,Chad Campbell,amexpress,-1.633,2.008,-3.641,2.484,0.94,-1.417
51,Harrison Frazar,amexpress,-0.306,1.556,-1.861,1.543,0.913,-0.9
52,Davis Love III,amexpress,0.367,-2.391,2.757,-0.878,0.808,-2.321
53,Jonathan Byrd,amexpress,-2.633,0.501,-3.134,-0.128,-1.911,2.54
53,John Merrick,amexpress,-0.71,1.236,-1.945,1.692,-0.61,0.153
55,Scott Langley,amexpress,5.29,1.077,4.213,-2.548,4.018,-0.393
55,Kevin Kisner,amexpress,-1.306,0.206,-1.511,0.39,0.446,-0.63
57,Michael Putnam,amexpress,0.29,-0.608,0.898,-0.38,0.333,-0.561
58,Brian Harman,amexpress,-2.306,-1.543,-0.762,0.238,-1.376,-0.404
58,Brandt Snedeker,amexpress,-1.71,-0.951,-0.758,-1.736,-1.244,2.029
60,Kevin Na,amexpress,-0.306,0.159,-0.464,-1.074,-0.25,1.484
61,Kevin Stadler,amexpress,0.694,2.486,-1.791,1.723,-0.112,0.875
62,Cameron Tringale,amexpress,-1.71,2.139,-3.848,-1.054,2.706,0.486
63,Ken Duke,amexpress,-2.633,-0.016,-2.617,-0.278,0.238,0.023
64,Bryce Molder,amexpress,0.367,0.608,-0.241,-0.236,-0.468,1.312
65,Spencer Levin,amexpress,-0.633,1.621,-2.254,0.647,3.166,-2.193
66,Stewart Cink,amexpress,-1.71,-1.596,-0.113,-0.748,1.344,-2.192
67,Scott Stallings,amexpress,-0.306,0.435,-0.74,-1.816,2.378,-0.126
68,Kevin Chappell,amexpress,2.29,0.378,1.912,-2.998,3.029,0.346
69,Freddie Jacobson,amexpress,-2.633,-2.788,0.154,0.647,-1.998,-1.437
70,Bo Van Pelt,amexpress,1.29,2.505,-1.214,0.566,0.102,1.835
71,Nicholas Thompson,amexpress,-1.633,-0.585,-1.048,-0.573,-1.446,1.434
72,Pat Perez,amexpress,1.29,-0.19,1.48,0.809,-1.786,0.786
73,Brice Garnett,amexpress,1.367,0.709,0.657,0.561,1.056,-0.909
74,Jhonattan Vegas,amexpress,-9.306,-5.722,-3.583,0.287,-6.813,0.804
75,Charlie Wi,amexpress,6.367,5.676,0.69,-0.154,5.722,0.107
76,Scott Brown,amexpress,2.367,0.008,2.358,1.656,0.994,-2.643
77,Blake Adams,amexpress,-1.633,1.339,-2.972,2.095,-0.604,-0.152
78,William McGirt,amexpress,-5.306,-2.319,-2.986,0.313,-1.277,-1.354
79,Jim Herman,amexpress,-3.306,-1.628,-1.677,1.866,-0.745,-2.748
80,Lee Williams,amexpress,1.694,1.948,-0.253,0.721,1.424,-0.197
81,David Lingmerth,amexpress,-3.71,-2.271,-1.438,-2.495,-0.161,0.385
82,Brett Quigley,amexpress,-2.71,-7.322,4.612,-2.337,-4.5,-0.484
83,Daniel Summerhays,amexpress,-0.306,0.269,-0.574,1.691,-4.578,3.156
84,Scott McCarron,amexpress,-1.71,-7.702,5.992,0.365,-5.571,-2.496
1,Jason Day,farmers,6.653,5.065,1.588,3.471,1.626,-0.032
2,Will MacKenzie,farmers,8.551,6.956,1.595,0.615,4.064,2.274
3,Graham DeLaet,farmers,10.653,6.544,4.109,-0.463,6.988,0.019
4,Charley Hoffman,farmers,9.551,8.345,1.206,2.937,6.412,-1.006
5,K.J. Choi,farmers,10.551,9.036,1.515,2.018,4.841,2.174
6,Pat Perez,farmers,11.551,6.199,5.352,0.864,3.864,1.468
7,Ryo Ishikawa,farmers,9.551,8.496,1.055,0.075,7.489,0.929
8,Trevor Immelman,farmers,6.653,3.834,2.819,0.593,0.294,2.946
9,Gary Woodland,farmers,3.653,3.947,-0.293,1.674,3.718,-1.445
10,Scott Stallings,farmers,8.551,0.209,8.342,0.693,1.909,-2.395
11,Morgan Hoffmann,farmers,3.551,0.582,2.969,-1.271,1.778,0.073
11,Y.E. Yang,farmers,1.551,2.012,-0.46,-0.238,1.181,1.067
13,Justin Thomas,farmers,6.653,-0.924,7.577,-0.651,-1.995,1.723
14,Bubba Watson,farmers,5.653,9.967,-4.313,5.159,4.053,0.754
14,Rory Sabbatini,farmers,3.551,1.723,1.828,0.809,1.234,-0.322
16,Robert Streb,farmers,5.551,6.482,-0.93,2.58,3.658,0.241
17,Jordan Spieth,farmers,-0.449,-0.448,0,0.84,0.2,-1.49
18,Bill Haas,farmers,2.551,2.591,-0.039,0.284,2.121,0.183
19,Keegan Bradley,farmers,6.653,4.017,2.636,2.411,0.627,0.978
20,Kevin Chappell,farmers,-2.449,-2.653,0.204,1.09,-2.603,-1.141
21,Marc Leishman,farmers,6.653,9.665,-3.011,1.791,8.743,-0.869
22,Sangmoon Bae,farmers,1.653,-0.583,2.236,-0.428,-0.575,0.421
23,Brendan Steele,farmers,1.551,1.922,-0.37,2.792,-0.113,-0.758
24,Hideki Matsuyama,farmers,9.653,3.425,6.228,0.483,-0.277,3.219
25,Ian Poulter,farmers,-1.449,3.48,-4.928,1.299,-0.205,2.384
26,Michael Putnam,farmers,2.653,3.835,-1.181,0.988,2.868,-0.021
27,Martin Laird,farmers,2.653,3.915,-1.261,1.963,1.478,0.473
27,Seung-Yul Noh,farmers,6.653,2.315,4.338,-0.673,1.266,1.722
29,Charles Howell III,farmers,3.653,4.484,-0.83,1.537,1.721,1.225
30,Lee Westwood,farmers,-0.449,-0.052,-0.396,1.526,-0.924,-0.655
31,Stewart Cink,farmers,-1.347,4.149,-5.495,0.587,6.051,-2.489
32,J.B. Holmes,farmers,3.551,4.168,-0.616,0.989,1.168,2.008
33,Chad Collins,farmers,0.551,-4.572,5.123,-0.951,-3.532,-0.089
33,Luke Guthrie,farmers,3.551,2.879,0.672,0.107,1.076,1.693
35,Matt Jones,farmers,-2.449,-1.484,-0.964,3.03,-1.739,-2.776
36,Tag Ridings,farmers,0.551,-1.942,2.493,2.502,-2.028,-2.417
37,Brian Stuard,farmers,7.551,0.946,6.605,-0.901,2.871,-1.025
38,Justin Leonard,farmers,3.551,1.03,2.521,-0.925,-0.554,2.508
39,Hunter Mahan,farmers,3.653,1.719,1.934,2.146,0.903,-1.33
40,Erik Compton,farmers,5.653,2.875,2.778,-0.785,4.218,-0.557
41,Billy Horschel,farmers,2.551,-0.369,2.92,-1.703,3.573,-2.24
42,Brad Fritsch,farmers,7.653,4.411,3.242,-0.326,3.172,1.565
43,Blake Adams,farmers,-0.449,-1.197,0.748,-0.714,0.172,-0.656
44,Andres Romero,farmers,3.551,0.109,3.442,-0.243,1.384,-1.033
45,Jamie Lovemark,farmers,1.551,-1.449,3,0.49,-1.042,-0.898
46,Jim Herman,farmers,-2.347,-1.341,-1.005,2.034,-2.519,-0.855
47,Stuart Appleby,farmers,1.551,2.49,-0.938,-2.079,4.674,-0.106
48,Nicolas Colsaerts,farmers,5.653,-1.507,7.16,-0.201,-1.884,0.579
49,Russell Knox,farmers,5.551,6.384,-0.832,-0.665,1.509,5.538
50,Justin Hicks,farmers,0.551,-4.458,5.009,-0.22,-2.954,-1.284
51,Robert Garrigus,farmers,5.653,3.126,2.527,1.872,0.083,1.17
52,John Merrick,farmers,0.653,1.154,-0.5,1.123,1.473,-1.442
53,Tyrone Van Aswegen,farmers,-0.347,4.056,-4.402,-0.885,2.401,2.54
54,Brendon Todd,farmers,2.653,3.212,-0.558,-1.156,0.57,3.798
55,Nick Watney,farmers,-0.347,0.351,-0.697,0.127,0.779,-0.555
56,Jonathan Byrd,farmers,-2.347,0.105,-2.451,-0.826,0.164,0.767
57,David Lynn,farmers,-1.347,-4.178,2.831,-3.369,-0.761,-0.046
58,Mark Calcavecchia,farmers,0.653,-1.196,1.849,-1.942,0.696,0.05
58,Harrison Frazar,farmers,-2.347,-0.461,-1.885,-0.456,-1.217,1.213
60,Victor Dubuisson,farmers,1.653,5.939,-4.285,1.85,4.043,0.045
61,David Lingmerth,farmers,1.551,4.29,-2.738,0.128,3.304,0.855
62,D.A. Points,farmers,-3.347,-3.264,-0.082,-1.144,-4.067,1.948
63,Kevin Tway,farmers,3.551,1.949,1.602,0.508,0.475,0.963
64,D.H. Lee,farmers,0.551,-4.495,5.046,-2.381,-1.662,-0.452
65,Ben Crane,farmers,-5.449,-8.574,3.125,-4.328,-5.179,0.932
66,Cameron Tringale,farmers,-0.449,-0.595,0.146,-0.647,-0.404,0.455
67,Greg Owen,farmers,-9.347,-4.198,-5.148,-1.23,-2.911,-0.055
68,Charlie Wi,farmers,-2.347,0.511,-2.857,-2.922,0.182,3.251
69,Jhonattan Vegas,farmers,-2.347,-1.181,-1.165,0.111,-2.497,1.205
70,Matt Bettencourt,farmers,-0.347,-3.921,3.574,-1.848,-1.141,-0.93
71,Bryce Molder,farmers,-8.449,-5.904,-2.544,-2.449,-4.449,0.993
71,Nicholas Thompson,farmers,-4.449,-2.854,-1.594,-1.103,-1.915,0.163
73,Chris Williams,farmers,0.653,0.272,0.381,-1.418,1.324,0.366
1,Graham DeLaet,wmopen,13.748,8.085,5.664,2.909,4.038,1.134
2,Harris English,wmopen,10.748,7.517,3.232,1.617,5.471,0.425
3,Kevin Stadler,wmopen,14.748,12.746,2.003,2.8,7.111,2.831
4,Hunter Mahan,wmopen,12.748,3.057,9.692,3.137,1.359,-1.442
5,Brendan Steele,wmopen,11.748,5.168,6.581,4.768,1.657,-1.26
6,Bubba Watson,wmopen,13.748,9.706,4.043,7.845,0.352,1.505
7,Jason Kokrak,wmopen,6.748,3.134,3.615,4.38,-1.019,-0.229
8,Matt Jones,wmopen,7.748,6.549,1.2,2.447,3.602,0.496
9,Charles Howell III,wmopen,11.748,11.037,0.712,1.931,6.984,2.118
10,Ryan Moore,wmopen,11.748,7.763,3.986,3.888,1.764,2.107
11,Pat Perez,wmopen,8.748,6.741,2.008,0.683,6.893,-0.838
12,Michael Thompson,wmopen,5.748,3.201,2.548,3.863,-1.905,1.24
13,Hideki Matsuyama,wmopen,12.748,13.187,-0.437,5.595,6.556,1.032
14,Martin Laird,wmopen,5.748,3.522,2.227,1.261,-2.333,4.591
15,Morgan Hoffmann,wmopen,6.748,3.822,2.927,3.658,0.228,-0.067
16,Webb Simpson,wmopen,9.748,2.116,7.633,-3.161,3.608,1.666
17,John Merrick,wmopen,5.748,10.65,-4.9,5.433,4.359,0.854
18,Matt Every,wmopen,2.748,5.04,-2.29,2.282,1.509,1.245
19,John Mallinger,wmopen,7.748,8.147,-0.397,-2.385,6.559,3.97
20,Justin Hicks,wmopen,5.748,1.581,4.168,-0.586,0.444,1.72
21,Scott Piercy,wmopen,6.748,2.529,4.22,-2.174,2.113,2.587
21,Camilo Villegas,wmopen,2.748,6.755,-4.005,1.117,4.377,1.257
23,Ken Duke,wmopen,4.748,3.094,1.655,2.519,1.514,-0.942
24,Roberto Castro,wmopen,5.748,5.378,0.371,3.017,2.662,-0.304
25,Patrick Reed,wmopen,5.748,6.418,-0.668,5.499,-3.075,3.991
26,Greg Chalmers,wmopen,6.748,-3.95,10.699,-5.001,-0.994,2.043
26,Martin Kaymer,wmopen,-0.252,-3.006,2.755,1.2,-1.054,-3.154
28,Geoff Ogilvy,wmopen,4.748,7.186,-2.436,-0.313,5.817,1.679
29,Kevin Streelman,wmopen,-0.252,2.482,-2.732,4.82,-3.02,0.679
30,K.J. Choi,wmopen,1.748,1.75,0,-0.487,-0.64,2.875
31,Cameron Tringale,wmopen,7.748,3.338,4.411,1.041,2.338,-0.044
32,William McGirt,wmopen,5.748,6.155,-0.405,0.079,2.894,3.178
32,David Lingmerth,wmopen,1.748,-3.456,5.205,-0.068,-1.168,-2.221
34,Robert Garrigus,wmopen,-0.252,4.431,-4.681,3.379,3.546,-2.497
35,Ryan Palmer,wmopen,0.748,2.29,-1.54,2.619,-2.226,1.894
36,Kevin Na,wmopen,5.748,2.256,3.493,-0.845,1.29,1.808
37,John Rollins,wmopen,5.748,4.749,1,-0.227,2.606,2.367
38,Gary Woodland,wmopen,2.748,4.927,-2.177,2.071,-2.658,5.511
39,Brian Stuard,wmopen,-0.252,1.035,-1.285,2.846,-0.016,-1.797
40,Jhonattan Vegas,wmopen,0.748,-0.486,1.235,2.904,-5.542,2.149
41,Nick Watney,wmopen,4.748,6.394,-1.644,3.675,5.015,-2.299
41,Chris Smith,wmopen,1.748,-1.802,3.551,1.785,0.182,-3.772
43,Brian Davis,wmopen,2.748,2.484,0.265,-2.381,1.079,3.783
44,Ben Crane,wmopen,1.748,1.587,0.162,-0.811,4.447,-2.051
44,J.B. Holmes,wmopen,-1.252,1.205,-2.455,4.863,-4.535,0.874
46,Spencer Levin,wmopen,4.748,4.034,0.715,0.662,2.264,1.104
46,Jonathan Byrd,wmopen,-2.252,-3.158,0.907,0.275,-3.278,-0.157
48,Y.E. Yang,wmopen,-4.252,-0.982,-3.268,2,-1.326,-1.658
49,Aaron Baddeley,wmopen,0.748,-4.421,5.17,-0.977,-1.814,-1.631
50,Nicolas Colsaerts,wmopen,-1.252,-2.914,1.663,-0.392,0.92,-3.444
51,Charley Hoffman,wmopen,-2.252,-2.88,0.629,0.497,-2.316,-1.063
51,John Peterson,wmopen,-2.252,3.743,-5.993,3.302,5.221,-4.783
53,David Lynn,wmopen,0.748,-2.481,3.23,0.456,-1.151,-1.788
53,Jason Bohn,wmopen,3.748,0.879,2.87,-5.722,6.8,-0.201
55,Bill Haas,wmopen,3.748,4.449,-0.699,1.326,3.008,0.111
55,Kiradech Aphibarnrat,wmopen,-3.252,-5.259,2.008,0.375,-6.32,0.683
57,Ricky Barnes,wmopen,2.748,0.464,2.285,-2.536,0.674,2.323
57,David Hearn,wmopen,-1.252,-4.365,3.114,0.634,-3.298,-1.703
59,Chris Stroud,wmopen,5.748,3.629,2.12,-1.86,3.219,2.267
60,Jonas Blixt,wmopen,3.748,-0.328,4.077,-4.261,0.495,3.435
61,Derek Ernst,wmopen,-4.252,-1.703,-2.547,3.431,-2.945,-2.191
61,Phil Mickelson,wmopen,1.748,1.35,0.399,1.237,-2.138,2.248
63,Steven Bowditch,wmopen,-4.252,-2.377,-1.873,-0.222,-1.205,-0.951
64,Brendon de Jonge,wmopen,-0.252,3.662,-3.912,0.671,3.722,-0.734
65,Bryce Molder,wmopen,4.748,-1.336,6.085,-1.227,-1.372,1.261
66,Erik Compton,wmopen,0.748,-4.361,5.11,0.357,-3.741,-0.979
67,Mark Calcavecchia,wmopen,-4.252,-6.001,1.75,-0.596,-3.762,-1.644
68,James Driscoll,wmopen,1.748,-0.071,1.82,-1.899,0.991,0.834
69,Ben Curtis,wmopen,-5.252,-7.401,2.15,-5.065,-3.88,1.542
70,Chris Kirk,wmopen,-6.252,-6.309,0.058,0.444,-3.507,-3.248
71,Fred Funk,wmopen,-3.252,-2.268,-0.982,-1.902,-1.257,0.889
72,Scott Langley,wmopen,-4.252,-1.723,-2.527,-0.59,-2.56,1.425
73,Brandt Snedeker,wmopen,-2.252,-0.206,-2.044,-1.309,-0.482,1.583
74,Sangmoon Bae,wmopen,-2.252,-6.11,3.859,-0.651,-6.206,0.745
74,Brian Gay,wmopen,-2.252,-4.549,2.298,-6.223,1.107,0.564
76,Joe Ogilvie,wmopen,-5.252,-5.709,0.458,-5.451,1.155,-1.415
77,Vijay Singh,wmopen,-9.252,0.596,-9.846,0.904,-2.169,1.858
1,Jim Renner,att,7.014,3.772,3.241,-1.796,4.096,1.472
2,Dustin Johnson,att,11.876,10.016,1.859,3.387,3.622,3.007
2,Patrick Reed,att,3.876,1.395,2.48,-0.219,0.043,1.572
4,Jordan Spieth,att,2.876,6.282,-3.406,0.919,4.121,1.242
5,Jimmy Walker,att,4.492,5.202,-0.71,-0.908,3.022,3.087
6,Scott Gardiner,att,6.014,2.188,3.825,1.118,0.813,0.256
7,Ryan Palmer,att,-0.124,1.237,-1.361,2.324,-2.079,0.993
8,Padraig Harrington,att,0.492,0.274,0.217,1.33,-0.235,-0.821
9,Hunter Mahan,att,4.492,1.631,2.86,1.846,0.772,-0.988
10,Russell Knox,att,1.492,2.195,-0.703,-0.237,-1.198,3.63
11,Daniel Summerhays,att,6.014,5.955,0.058,-0.065,2.548,3.472
11,Kevin Na,att,3.492,3.628,-0.136,0.085,3.755,-0.213
11,Victor Dubuisson,att,11.014,8.333,2.68,2.357,6.123,-0.147
14,Bryce Molder,att,6.014,5.437,0.576,-0.775,4.537,1.675
15,Brice Garnett,att,-3.508,-1.521,-1.987,-1.84,-2.955,3.274
15,Richard Lee,att,2.014,-2.716,4.729,0.285,-1.637,-1.363
17,Brian Davis,att,5.492,2.396,3.095,-1.398,2.507,1.286
18,Michael Thompson,att,2.876,-2.344,5.219,1.006,-1.871,-1.477
19,Seung-Yul Noh,att,6.014,3.429,2.584,2.27,1.057,0.101
20,Cameron Tringale,att,5.492,0.293,5.198,0.799,0.577,-1.084
21,Chesson Hadley,att,6.876,4.997,1.878,0.921,1.199,2.877
22,Russell Henley,att,1.876,1.852,0.023,-0.812,2.526,0.139
23,Will MacKenzie,att,3.014,0.844,2.169,-0.206,0.718,0.332
24,Andrew Loupe,att,1.014,2.268,-1.254,1.335,-0.058,0.991
24,Roberto Castro,att,6.876,5.437,1.438,0.921,2.764,1.752
24,Phil Mickelson,att,0.014,3.589,-3.575,-0.438,4.424,-0.396
27,Tim Wilkinson,att,4.492,4.396,0.095,0.462,4.654,-0.721
28,Dicky Pride,att,0.014,-0.997,1.01,0.091,-0.143,-0.944
29,Graeme McDowell,att,8.876,4.827,4.048,-0.967,5.271,0.524
30,Wes Roach,att,0.014,-2.773,2.786,0.755,0.244,-3.772
30,Robert Garrigus,att,2.014,1.738,0.275,2.703,3.289,-4.254
32,Steven Bowditch,att,6.014,3.869,2.144,1.06,1.806,1.002
33,Pat Perez,att,6.014,3.616,2.397,0.661,2.712,0.242
34,Kevin Chappell,att,1.876,2.852,-0.976,-0.815,4.202,-0.533
35,Jim Herman,att,3.014,1.74,1.273,2.267,2.721,-3.248
36,Blake Adams,att,-2.124,-2.698,0.573,0.164,-1.475,-1.385
37,Brendon Todd,att,-2.124,-4.66,2.535,-0.401,-3.559,-0.697
38,Jason Kokrak,att,5.876,6.03,-0.154,2.31,5.014,-1.293
39,Stuart Appleby,att,1.014,1.077,-0.063,-0.099,0.483,0.693
40,David Duval,att,-0.508,-0.758,0.249,1.147,-1.261,-0.644
41,Woody Austin,att,-4.508,-0.233,-4.275,0.577,-0.507,-0.303
42,Michael Putnam,att,0.876,2.207,-1.331,1.187,-0.78,1.801
43,Matt Jones,att,-2.986,0.909,-3.895,0.964,0.166,-0.221
44,Bronson La'Cassie,att,1.492,-0.26,1.751,1.059,-0.588,-0.731
45,Kevin Foley,att,-0.986,-1.117,0.13,-1.63,1.97,-1.456
46,Jim Furyk,att,0.876,2,-1.124,-1.645,1.817,1.829
47,James Driscoll,att,0.876,-1.162,2.037,0.913,-1.658,-0.415
47,J.B. Holmes,att,-1.508,-0.179,-1.329,-0.201,-0.949,0.971
49,Doug LaBelle II,att,-1.986,-4.534,2.547,-2.307,-1.893,-0.332
50,Andres Romero,att,-0.124,3.134,-3.258,0.086,1.362,1.686
51,Aaron Baddeley,att,-0.986,-1.838,0.851,0.323,-2.333,0.172
52,George McNeill,att,-1.986,2.232,-4.218,1.405,-1.612,2.439
53,Kevin Stadler,att,-0.986,-1.817,0.83,-1.654,1.233,-1.395
53,Robert Streb,att,5.492,-1.065,6.556,-2.606,-0.824,2.365
55,Chris Kirk,att,-4.124,0.505,-4.629,1.499,-0.693,-0.299
56,Sean O'Hair,att,-0.508,-1.09,0.581,-2.9,2.38,-0.57
57,Dudley Hart,att,-1.508,-1.225,-0.283,-2.443,-1.696,2.914
58,Ben Kohles,att,-3.508,-0.459,-3.049,-0.849,1.272,-0.882
58,Bud Cauley,att,-2.508,-3.001,0.492,-2.188,-2.675,1.862
60,Greg Owen,att,-1.986,0.548,-2.534,0.593,-2.902,2.857
61,Kyle Stanley,att,-0.124,2.039,-2.163,1.849,2.325,-2.134
62,Alex Cejka,att,-2.124,-0.567,-1.557,-0.505,-2.228,2.168
63,Brian Gay,att,-0.124,-1.243,1.118,-2.261,-0.828,1.848
1,Bubba Watson,genesis,15.357,11.931,3.426,7.01,4.234,0.685
2,Dustin Johnson,genesis,13.357,9.998,3.359,5.079,4.287,0.63
3,Charl Schwartzel,genesis,11.357,7.322,4.035,2.563,0.195,4.562
4,Harris English,genesis,9.357,6.244,3.113,0.249,4.615,1.378
5,Bill Haas,genesis,5.357,4.124,1.233,3.628,0.783,-0.288
6,Brian Harman,genesis,12.357,3.174,9.183,0.716,-0.274,2.731
7,Sangmoon Bae,genesis,8.357,5.467,2.89,-0.413,4.038,1.841
8,K.J. Choi,genesis,8.357,6.692,1.665,1.712,2.471,2.507
9,Jordan Spieth,genesis,8.357,7.859,0.498,0.954,8.296,-1.392
10,John Senden,genesis,7.357,7.445,-0.087,2.551,6.981,-2.088
11,Kevin Stadler,genesis,5.357,7.042,-1.684,3.41,2.552,1.078
12,George McNeill,genesis,10.357,7.054,3.303,0.548,3.492,3.012
13,Jason Allred,genesis,12.357,3.24,9.117,-0.155,1.096,2.298
14,Bryce Molder,genesis,10.357,7.991,2.366,0.213,4.888,2.888
15,Robert Garrigus,genesis,5.357,8.793,-3.435,2.967,4.91,0.914
16,Keegan Bradley,genesis,6.357,5.085,1.272,3.757,4.703,-3.376
17,Charley Hoffman,genesis,8.357,4.686,3.671,-1.517,4.898,1.304
18,Marc Leishman,genesis,-0.643,2.975,-3.617,1.324,1.977,-0.327
18,William McGirt,genesis,10.357,3.724,6.633,0.504,1.392,1.826
20,J.J. Henry,genesis,2.357,0.087,2.27,3.439,-0.443,-2.909
21,Matt Every,genesis,10.357,4.188,6.169,-0.712,4.402,0.497
22,Hideki Matsuyama,genesis,5.357,5.648,-0.29,0.662,5.138,-0.153
23,Francesco Molinari,genesis,2.357,7.813,-5.455,4.233,-0.581,4.16
23,Hunter Mahan,genesis,0.357,-1.695,2.052,2.163,-1.865,-1.993
25,Kevin Streelman,genesis,3.357,5.124,-1.766,3.419,2.521,-0.817
26,Kevin Chappell,genesis,5.357,4.737,0.62,0.232,2.824,1.679
26,Jhonattan Vegas,genesis,2.357,0.825,1.532,2.884,-2.161,0.101
28,Cameron Tringale,genesis,8.357,6.515,1.842,0.098,5.324,1.091
29,Jimmy Walker,genesis,6.357,4.074,2.283,1.144,2.926,0.002
29,Jim Furyk,genesis,5.357,6.163,-0.805,0.239,4.293,1.629
31,Charlie Beljan,genesis,8.357,8.101,0.256,1.669,4.452,1.978
31,Brendan Steele,genesis,9.357,7.532,1.825,2.002,4.377,1.151
33,Vijay Singh,genesis,1.357,9.41,-8.052,3.05,3.399,2.959
34,David Lingmerth,genesis,4.357,0.457,3.9,-1.542,1.764,0.234
35,John Huh,genesis,3.357,4.594,-1.236,0.448,1.497,2.647
36,Luke Guthrie,genesis,2.357,-0.638,2.995,0.258,-2.035,1.138
36,Blake Adams,genesis,4.357,-3.401,7.758,-1.705,-0.897,-0.798
38,James Hahn,genesis,4.357,4.907,-0.549,1.702,3.474,-0.27
39,Scott Stallings,genesis,1.357,-5.214,6.571,-2.918,-2.294,-0.001
40,Webb Simpson,genesis,-3.643,-5.436,1.793,-1.589,-5.217,1.37
41,Daniel Summerhays,genesis,4.357,-0.387,4.744,-1.707,-0.895,2.215
42,Billy Hurley III,genesis,0.357,0.016,0.341,-0.417,1.36,-0.927
43,Robert Allenby,genesis,4.357,-2.258,6.615,-2.861,2.53,-1.927
44,Brendon Todd,genesis,3.357,1.828,1.529,1.222,-0.865,1.47
45,Aaron Baddeley,genesis,7.357,-1.778,9.135,-0.928,-1.396,0.546
46,Victor Dubuisson,genesis,2.357,8.297,-5.939,1.222,6.903,0.17
47,Ángel Cabrera,genesis,0.357,-0.831,1.188,1.896,-2.13,-0.597
48,Martin Laird,genesis,-1.643,-1.163,-0.479,0.934,-0.621,-1.476
49,Pat Perez,genesis,-7.643,-8.308,0.665,-1.831,2.019,-8.496
50,Jason Gore,genesis,-0.643,5.021,-5.663,1.576,4.056,-0.612
51,Stuart Appleby,genesis,1.357,-0.919,2.276,-2.052,0.124,1.008
52,Lee Westwood,genesis,6.357,5.968,0.389,1.446,0.724,3.796
53,Jason Dufner,genesis,-1.643,1.145,-2.787,1.071,1.505,-1.432
54,Ernie Els,genesis,3.357,-0.311,3.668,-1.004,-1.393,2.086
55,Harold Varner III,genesis,-3.643,-0.802,-2.84,3.801,-2.479,-2.124
56,Will MacKenzie,genesis,0.357,-0.124,0.481,-1.928,2.385,-0.581
57,Gonzalo Fernandez-Castaño,genesis,3.357,-2.416,5.773,-2.361,-3.116,3.061
58,Davis Love III,genesis,1.357,-0.447,1.804,-2.813,2.157,0.208
59,Ken Duke,genesis,0.357,6.384,-6.026,0.216,-1.048,7.215
60,Geoff Ogilvy,genesis,4.357,-0.069,4.426,-0.368,0.404,-0.105
61,Matt Jones,genesis,-0.643,0.239,-0.881,-1.117,0.451,0.904
61,Justin Rose,genesis,1.357,1.649,-0.291,-3.276,0.828,4.096
63,Scott Brown,genesis,1.357,-0.446,1.803,1.466,-0.68,-1.232
64,Justin Leonard,genesis,0.357,-5.827,6.184,-4.638,-3.116,1.927
65,Richard Lee,genesis,1.357,-1.833,3.19,-0.823,-1.729,0.719
66,Retief Goosen,genesis,-1.643,0.978,-2.62,0.598,-1.119,1.498
67,Michael Putnam,genesis,-5.643,-0.2,-5.442,-0.558,2.945,-2.587
68,J.B. Holmes,genesis,0.357,2.399,-2.041,1.48,2.493,-1.575
69,Graham DeLaet,genesis,-3.643,2.879,-6.521,0.32,0.875,1.682
70,Ben Crane,genesis,-2.643,-4.046,1.403,-1.565,-3.157,0.676
71,Martin Flores,genesis,-3.643,-3.744,0.101,-0.532,-3.252,0.04
